file,line,role,text
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1030,"other draft, report or archived source","cabinet in April 2016. After PRB and PP leave, the remaining parties"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1032,"other draft, report or archived source","proportionality would assign them 238.73 seats, leaving them 18.27 seats"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1038,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-dilma-2016
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1041,"other draft, report or archived source",%   key: case_id=cabinet/2014/2016.2
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1046,"other draft, report or archived source",%     q_C: 238.7289078420895
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1054,"other draft, report or archived source",%     q_C: 238.73
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1059,"other draft, report or archived source",% PROVENANCE-END cabinet-dilma-2016
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1061,"other draft, report or archived source",The later Temer inversion begins after PTB leaves the cabinet in
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1065,"other draft, report or archived source",\(R_C=1.039\) therefore produce a larger seat majority than in the Dilma
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1073,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-temer-2017
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1076,"other draft, report or archived source",%   key: case_id=cabinet/2014/2017.1
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1094,"other draft, report or archived source",% PROVENANCE-END cabinet-temer-2017
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1096,"other draft, report or archived source",The cabinet sequence linked to the 2018 election reveals a different
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1098,"other draft, report or archived source",brings the cabinet party set to exactly 257 seats with 47.25 percent of the
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1101,"other draft, report or archived source","continues for 238 days, from August 4, 2021 through March 29, 2022."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1113,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-bolsonaro-transition
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1116,"other draft, report or archived source",%   key: case_id=cabinet/2018/2021.3/2022.1
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1124,"other draft, report or archived source",%     period_days: 238
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1131,"other draft, report or archived source",%     period_days: 238
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1134,"other draft, report or archived source",%   key: election_year=2018; cabinet_period=2022.2
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1142,"other draft, report or archived source",% PROVENANCE-END cabinet-bolsonaro-transition
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1144,"other draft, report or archived source",The initial Lula III cabinet provides the converse transition. Its
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1148,"other draft, report or archived source","the coalition from a majority. After 255 days, the entry of PP and"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1150,"other draft, report or archived source",vote. Whereas PSC's departure ends the Bolsonaro-period inversion by
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1151,"other draft, report or archived source","removing the seat majority, this expansion ends the Lula-period inversion"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1154,"other draft, report or archived source",changes because cabinet entry and exit alter both the coalition's
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1158,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-lula-transition
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1161,"other draft, report or archived source",%   key: case_id=cabinet/2022/2023.1
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1170,"other draft, report or archived source",%     period_days: 255
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1178,"other draft, report or archived source",%     period_days: 255
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1181,"other draft, report or archived source",%   key: election_year=2022; cabinet_period=2023.2
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1189,"other draft, report or archived source",% PROVENANCE-END cabinet-lula-transition
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1197,"other draft, report or archived source","The within-district component is positive in every cabinet inversion, but"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1198,"other draft, report or archived source",the pattern extends to the entire cabinet sequence: \(A_C>0\) in all
